,fake,profile_pic,sim_name_username_Full match,sim_name_username_No match,sim_name_username_Partial match,extern_url,private,ratio_numlen_username,ratio_numlen_fullname,len_desc,num_posts,num_followers,num_following
294,1,0,0.0,1.0,0.0,0,1,0.22,0.22,43,1,0,11
295,1,0,0.0,1.0,0.0,0,1,0.0,0.0,0,0,0,853
296,1,1,0.0,0.0,1.0,0,1,0.25,0.0,0,10,0,23
297,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,12,5
298,1,0,0.0,1.0,0.0,0,0,0.33,0.0,0,0,10,18
299,1,0,0.0,0.0,1.0,0,1,0.33,0.0,0,0,1,34
300,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,8
301,1,0,0.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0
302,1,0,0.0,0.0,1.0,0,1,0.12,0.0,0,0,31,213
303,1,0,0.0,0.0,1.0,0,1,0.18,0.0,0,0,5,10
304,1,0,0.0,1.0,0.0,0,1,0.5,0.0,0,5,18,58
305,1,1,0.0,1.0,0.0,0,1,0.5,0.0,0,0,12,77
306,1,0,0.0,1.0,0.0,0,1,0.5,0.0,0,0,6,37
307,1,1,0.0,0.0,1.0,0,0,0.57,0.0,0,0,47,10
308,1,0,0.0,1.0,0.0,0,0,0.45,0.0,0,0,33,4
309,1,0,0.0,1.0,0.0,0,1,0.5,0.0,0,141,4,279
310,1,0,0.0,0.0,1.0,0,1,0.57,0.0,0,6,5,15
311,1,1,0.0,1.0,0.0,0,1,0.0,0.0,0,1,0,44
312,1,0,0.0,1.0,0.0,0,1,0.44,0.43,0,0,5,17
313,1,0,0.0,1.0,0.0,0,1,0.0,0.0,0,1,107,42
314,1,1,0.0,1.0,0.0,0,1,0.88,0.0,0,39,8,60
315,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,48,6
316,1,0,0.0,1.0,0.0,0,1,0.22,0.0,0,9,2,215
317,1,0,0.0,0.0,1.0,0,1,0.0,0.0,0,0,51,126
318,1,1,0.0,1.0,0.0,0,1,0.0,0.0,43,21,5,48
319,1,0,0.0,0.0,1.0,0,1,0.0,0.0,0,0,0,802
320,1,0,0.0,1.0,0.0,0,0,0.55,0.0,0,0,26,46
321,1,0,0.0,1.0,0.0,0,1,0.07,0.0,0,0,0,601
322,1,1,0.0,1.0,0.0,0,1,0.8,0.0,13,3,76,168
323,1,0,0.0,1.0,0.0,0,1,0.0,0.4,0,0,165,689
324,1,0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,115,230
325,1,0,0.0,0.0,1.0,0,0,0.31,0.36,0,0,6,15
326,1,0,0.0,1.0,0.0,0,0,0.4,0.0,0,0,24,49
327,1,0,0.0,1.0,0.0,0,1,0.33,0.0,0,0,40,236
328,1,0,0.0,0.0,1.0,0,1,0.0,0.0,0,6,32,52
329,1,0,1.0,0.0,0.0,0,1,0.33,0.33,0,0,0,35
330,1,0,0.0,1.0,0.0,0,0,0.36,0.0,0,0,21,44
331,1,1,0.0,0.0,1.0,0,1,0.55,0.29,0,1,79,767
332,1,1,0.0,1.0,0.0,0,1,0.41,0.0,0,4,8,37
333,1,1,0.0,0.0,1.0,0,0,0.43,0.0,0,0,49,79
334,1,0,1.0,0.0,0.0,0,1,0.11,0.11,0,0,31,91
335,1,1,1.0,0.0,0.0,0,1,0.0,0.0,0,0,15,41
336,1,1,0.0,1.0,0.0,0,0,0.25,0.0,0,0,4,3
337,1,1,0.0,1.0,0.0,0,1,0.44,0.0,0,0,0,229
338,1,1,0.0,1.0,0.0,0,1,0.3,0.0,0,17,316,1165
339,1,0,0.0,1.0,0.0,0,1,0.1,0.0,0,0,0,0
340,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,3,1
341,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,2,30
342,1,1,0.0,0.0,1.0,0,1,0.29,0.0,9,7,221,244
343,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,13,181,935
344,1,0,0.0,0.0,1.0,0,1,0.0,0.0,0,0,9,167
345,1,0,0.0,1.0,0.0,0,0,0.67,0.0,0,0,2,0
346,1,1,1.0,0.0,0.0,0,1,0.31,0.31,0,0,25,86
347,1,1,0.0,1.0,0.0,0,0,0.0,0.0,18,5,26,129
348,1,1,0.0,1.0,0.0,0,1,0.89,0.89,0,124,15,305
