,fake,profile_pic,sim_name_username_Full match,sim_name_username_No match,sim_name_username_Partial match,extern_url,private,ratio_numlen_username,ratio_numlen_fullname,len_desc,num_posts,num_followers,num_following
349,1,1,0.0,1.0,0.0,0,0,0.0,0.0,10,9,59,48
350,1,0,1.0,0.0,0.0,0,1,0.2,0.2,61,5,7,47
351,1,0,0.0,1.0,0.0,0,1,0.12,0.0,0,2,40,179
352,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,51,41
353,1,1,0.0,1.0,0.0,0,0,0.0,0.0,0,150,133,750
354,1,1,0.0,0.0,1.0,0,1,0.0,0.0,0,29,25,39
355,1,1,0.0,1.0,0.0,0,1,0.18,0.0,0,108,864,3646
356,1,1,0.0,0.0,1.0,0,0,0.0,0.0,0,77,73,35
357,1,1,0.0,1.0,0.0,0,1,0.38,0.4,0,3,184,170
358,1,1,0.0,1.0,0.0,0,1,0.43,0.0,0,7,161,333
359,1,1,1.0,0.0,0.0,0,1,0.22,0.22,0,3,42,694
360,1,1,0.0,0.0,1.0,0,1,0.0,0.0,22,131,279,1124
361,1,1,0.0,1.0,0.0,0,0,0.0,0.0,0,40,219,155
362,1,1,1.0,0.0,0.0,0,1,0.24,0.24,0,4,18,106
363,1,1,0.0,1.0,0.0,0,1,0.44,0.0,0,84,106,171
364,1,1,0.0,0.0,1.0,0,1,0.5,0.0,2,299,34,108
365,1,0,0.0,0.0,1.0,0,0,0.0,0.0,0,11,42,26
366,1,1,0.0,0.0,1.0,0,1,0.16,0.0,146,0,1,13
367,1,0,0.0,1.0,0.0,0,1,0.89,0.0,0,0,38,68
368,1,1,0.0,0.0,1.0,0,1,0.58,0.36,6,1,34,44
369,1,1,0.0,0.0,1.0,0,1,0.29,0.0,50,4,23,151
370,1,1,0.0,1.0,0.0,0,1,0.3,0.0,0,0,23,37
371,1,0,0.0,1.0,0.0,0,0,0.5,0.0,0,0,83,139
372,1,0,0.0,0.0,1.0,0,0,0.4,0.0,0,0,25,28
373,1,1,0.0,0.0,1.0,0,1,0.0,0.0,39,3,13,38
374,1,0,0.0,0.0,1.0,0,0,0.25,0.0,0,0,64,60
375,1,0,0.0,1.0,0.0,0,0,0.36,0.0,0,0,90,69
376,1,0,0.0,1.0,0.0,0,0,0.33,0.0,0,0,82,6
377,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,140,319
378,1,0,0.0,1.0,0.0,0,1,0.36,0.0,0,0,0,29
379,1,1,0.0,1.0,0.0,0,1,0.3,0.0,5,1,51,420
380,1,1,0.0,1.0,0.0,0,0,0.12,0.0,91,7,38,87
381,1,0,0.0,1.0,0.0,0,1,0.33,0.38,2,3,21,733
382,1,1,0.0,1.0,0.0,0,1,0.38,0.0,0,0,5,121
383,1,1,0.0,1.0,0.0,0,1,0.4,0.0,0,0,21,45
384,1,0,0.0,1.0,0.0,0,1,0.57,0.0,0,5,124,249
385,1,0,0.0,1.0,0.0,0,1,0.22,0.0,0,0,5,56
386,1,1,0.0,1.0,0.0,0,1,0.38,0.0,37,1,2,16
387,1,0,0.0,0.0,1.0,0,0,0.64,0.0,0,0,42,46
388,1,1,0.0,1.0,0.0,0,1,0.33,0.33,0,12,48,45
389,1,0,1.0,0.0,0.0,0,0,0.31,0.31,0,0,32,25
390,1,0,0.0,1.0,0.0,0,1,0.0,0.0,0,0,0,71
391,1,0,0.0,1.0,0.0,0,0,0.25,0.0,0,0,0,0
392,1,1,0.0,1.0,0.0,0,1,0.12,0.0,0,1,10,104
393,1,1,0.0,1.0,0.0,0,1,0.38,0.0,0,92,19,31
394,1,0,0.0,1.0,0.0,0,1,0.31,0.0,0,0,138,99
395,1,0,0.0,0.0,1.0,0,1,0.2,0.0,0,0,11,157
396,1,0,0.0,1.0,0.0,0,1,0.0,0.0,0,0,1,64
397,1,0,0.0,1.0,0.0,0,0,0.42,0.0,0,0,39,40
398,1,1,0.0,1.0,0.0,0,0,0.0,0.0,148,21,446,1762
399,1,1,0.0,1.0,0.0,0,1,0.57,0.0,0,7,9,82
400,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,9,589,2980
401,1,0,0.0,0.0,1.0,0,0,0.06,0.0,0,0,27,63
402,1,1,0.0,1.0,0.0,0,0,0.0,0.0,0,14,143,500
403,1,0,0.0,0.0,1.0,0,1,0.0,0.0,0,0,0,177
404,1,0,0.0,1.0,0.0,0,1,0.0,0.0,0,0,0,130
405,1,0,0.0,1.0,0.0,0,0,0.21,0.0,0,3,124,135
406,1,1,0.0,0.0,1.0,0,1,0.07,0.0,0,0,12,192
407,1,0,0.0,0.0,1.0,0,0,0.42,0.0,0,0,16,36
408,1,0,0.0,1.0,0.0,0,0,0.21,0.0,0,1,1,2
409,1,0,0.0,1.0,0.0,0,0,0.38,0.0,0,1,120,181
410,1,0,0.0,1.0,0.0,0,1,0.0,0.0,0,0,0,71
411,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,26,8
412,1,1,0.0,0.0,1.0,0,0,0.14,0.0,0,0,57,167
413,1,0,0.0,1.0,0.0,0,0,0.15,0.0,0,1,13,22
414,1,1,0.0,0.0,1.0,0,0,0.0,0.0,149,28,1031,208
415,1,1,0.0,1.0,0.0,0,0,0.18,0.0,0,0,42,146
416,1,1,0.0,0.0,1.0,0,0,0.33,0.0,0,25,70,64
417,1,1,0.0,1.0,0.0,0,1,0.18,0.0,0,0,0,8
418,1,1,0.0,1.0,0.0,0,0,0.3,0.0,0,0,46,92
419,1,1,0.0,1.0,0.0,0,0,0.43,0.0,0,111,834,4118
420,1,0,0.0,1.0,0.0,0,1,0.0,0.0,22,2,389,392
421,1,1,0.0,1.0,0.0,0,0,0.33,0.0,0,0,43,221
422,1,0,0.0,0.0,1.0,0,1,0.33,0.0,0,0,23,40
423,1,0,0.0,0.0,1.0,0,1,0.0,0.0,0,0,5,82
424,1,0,0.0,1.0,0.0,0,1,0.71,0.0,0,0,4,25
425,1,0,0.0,0.0,1.0,0,0,0.5,0.0,0,0,17,44
426,1,1,0.0,1.0,0.0,0,1,0.25,0.0,2,5,182,227
427,1,1,0.0,1.0,0.0,0,0,0.33,0.0,0,10,108,304
428,1,0,0.0,1.0,0.0,0,0,0.5,0.33,0,3,43,123
429,1,0,0.0,1.0,0.0,0,0,0.29,0.0,0,19,77,8
430,1,0,0.0,0.0,1.0,0,0,0.09,0.0,0,0,32,87
431,1,0,0.0,1.0,0.0,0,1,0.25,0.0,0,0,0,11
432,1,1,0.0,1.0,0.0,0,1,0.13,0.0,0,8,40,66
433,1,0,1.0,0.0,0.0,0,0,0.33,0.33,20,2,53,303
434,1,1,0.0,1.0,0.0,0,0,0.14,0.0,0,10,67,90
435,1,1,0.0,0.0,1.0,0,0,0.0,0.0,0,29,122,336
436,1,0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,18,49
437,1,0,0.0,1.0,0.0,0,1,0.4,0.0,0,0,24,88
438,1,1,0.0,0.0,1.0,0,0,0.0,0.0,0,2,35,136
439,1,1,1.0,0.0,0.0,0,1,0.4,0.4,0,3,119,151
440,1,1,0.0,1.0,0.0,0,1,0.1,0.0,0,5,6,24
441,1,0,0.0,1.0,0.0,0,0,0.43,0.4,0,0,34,26
442,1,1,0.0,0.0,1.0,0,0,0.0,0.0,148,63,272,295
443,1,1,0.0,1.0,0.0,0,0,0.44,0.0,0,1,53,137
444,1,1,0.0,1.0,0.0,0,1,0.33,0.0,50,4,818,618
445,1,1,0.0,1.0,0.0,0,0,0.0,0.0,0,34,82,74
446,1,1,0.0,1.0,0.0,0,0,0.38,0.0,2,0,40,233
447,1,1,0.0,1.0,0.0,0,1,0.4,0.0,0,0,21,76
448,1,1,0.0,1.0,0.0,0,0,0.33,0.0,0,6,59,38
449,1,1,0.0,1.0,0.0,0,0,0.12,0.0,0,2,102,109
450,1,1,0.0,1.0,0.0,0,1,0.29,0.0,0,7,576,474
451,1,0,0.0,1.0,0.0,0,0,0.57,0.4,0,0,19,16
452,1,1,0.0,1.0,0.0,0,1,0.0,0.0,0,0,66,161
453,1,1,0.0,1.0,0.0,0,1,0.0,0.0,0,5,310,894
454,1,1,1.0,0.0,0.0,0,1,0.0,0.0,34,0,16,17
455,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,15,4
456,1,1,0.0,0.0,1.0,0,1,0.07,0.0,0,0,47,98
457,1,1,1.0,0.0,0.0,0,0,0.0,0.0,0,4,88,61
458,1,1,0.0,1.0,0.0,0,1,0.27,0.0,0,1,51,59
459,1,1,0.0,1.0,0.0,0,0,0.0,0.0,0,26,505,2330
460,1,1,0.0,1.0,0.0,0,0,0.36,0.0,0,9,159,433
461,1,1,0.0,1.0,0.0,0,1,0.29,0.33,0,4,77,1269
462,1,1,0.0,0.0,1.0,0,0,0.83,0.0,32,4,61,76
463,1,0,0.0,0.0,1.0,0,1,0.67,0.0,0,0,7,14
464,1,1,0.0,1.0,0.0,0,1,0.38,0.33,0,0,11,60
465,1,0,0.0,1.0,0.0,0,0,0.58,0.0,0,0,49,22
466,1,0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,15,595
467,1,1,0.0,1.0,0.0,0,0,0.2,0.0,0,1,1,9
468,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,17,1
469,1,0,0.0,0.0,1.0,0,0,0.29,0.0,0,0,15,1
470,1,1,0.0,0.0,1.0,0,0,0.25,0.0,59,28,358,1990
471,1,0,0.0,1.0,0.0,0,0,0.25,0.0,0,0,20,7
472,1,0,0.0,0.0,1.0,0,0,0.0,0.0,6,1,50,32
473,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,57,76
474,1,0,0.0,1.0,0.0,0,0,0.31,0.0,0,2,12,15
475,1,1,0.0,1.0,0.0,0,0,0.67,0.0,0,2,218,792
476,1,0,0.0,1.0,0.0,0,0,0.33,0.25,0,9,78,98
477,1,0,0.0,1.0,0.0,0,0,0.47,0.0,0,1,16,23
478,1,0,0.0,0.0,1.0,0,0,0.36,0.0,0,8,39,17
479,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,15,1
480,1,0,0.0,1.0,0.0,0,0,0.4,0.0,0,0,30,48
481,1,0,0.0,0.0,1.0,0,0,0.33,0.0,0,0,85,638
482,1,0,0.0,0.0,1.0,0,0,0.33,0.0,0,0,77,747
483,1,0,0.0,1.0,0.0,0,0,0.55,0.0,0,0,49,82
484,1,0,1.0,0.0,0.0,0,0,0.27,0.27,0,0,16,24
485,1,0,0.0,0.0,1.0,0,0,0.44,0.0,0,0,8,6
486,1,0,0.0,1.0,0.0,0,0,0.44,0.0,0,2,34,22
487,1,0,0.0,0.0,1.0,0,0,0.47,0.0,0,2,45,83
488,1,0,0.0,1.0,0.0,0,0,0.33,0.0,0,0,49,0
489,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,15,5
490,1,0,0.0,1.0,0.0,0,0,0.25,0.0,0,0,92,403
491,1,1,0.0,0.0,1.0,0,0,0.91,0.0,0,0,75,26
492,1,0,0.0,1.0,0.0,0,0,0.44,0.0,0,0,10,0
493,1,1,0.0,1.0,0.0,0,0,0.12,0.0,1,0,23,26
494,1,0,0.0,1.0,0.0,0,0,0.2,0.0,0,0,22,11
495,1,0,0.0,1.0,0.0,0,0,0.24,0.0,0,0,55,46
496,1,0,0.0,1.0,0.0,0,0,0.27,0.0,0,0,16,0
497,1,0,0.0,0.0,1.0,0,0,0.25,0.0,0,0,7,20
498,1,0,0.0,1.0,0.0,0,0,0.28,0.24,0,0,86,0
499,1,0,0.0,1.0,0.0,0,0,0.38,0.0,0,0,3,11
500,1,0,0.0,1.0,0.0,0,0,0.57,0.0,0,0,12,30
501,1,1,0.0,0.0,1.0,0,0,0.44,0.0,0,1,14,56
502,1,0,0.0,1.0,0.0,0,0,0.47,0.0,0,0,24,22
503,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,52,1
504,1,0,0.0,1.0,0.0,0,0,0.44,0.0,0,1,16,27
505,1,0,0.0,0.0,1.0,0,0,0.44,0.0,0,4,17,20
506,1,0,0.0,0.0,1.0,0,0,0.57,0.0,0,0,50,49
507,1,0,0.0,0.0,1.0,0,0,0.54,0.0,0,5,136,1029
508,1,1,0.0,1.0,0.0,0,0,0.43,0.0,0,10,178,1417
509,1,0,0.0,0.0,1.0,0,0,0.89,0.0,0,1,50,39
510,1,1,0.0,1.0,0.0,0,0,0.38,0.0,0,2,207,2426
511,1,0,0.0,1.0,0.0,0,1,0.36,0.0,0,0,178,828
512,1,0,1.0,0.0,0.0,0,0,0.0,0.0,0,0,16,26
513,1,0,0.0,0.0,1.0,0,0,0.14,0.0,0,0,49,2
514,1,0,0.0,1.0,0.0,0,0,0.2,0.33,0,2,49,12
515,1,0,0.0,1.0,0.0,0,0,0.1,0.0,0,0,37,4
516,1,0,0.0,1.0,0.0,0,0,0.5,0.4,0,0,21,0
517,1,1,0.0,1.0,0.0,0,0,0.58,0.44,0,21,356,2176
518,1,0,0.0,1.0,0.0,0,0,0.44,0.0,0,0,46,4
519,1,0,0.0,1.0,0.0,0,0,0.22,0.33,0,0,49,0
520,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,49,58
521,1,0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,44,45
522,1,0,0.0,0.0,1.0,0,0,0.13,0.0,0,0,42,240
523,1,0,0.0,1.0,0.0,0,0,0.38,0.33,0,0,47,9
524,1,0,0.0,0.0,1.0,0,0,0.1,0.0,0,0,48,1
525,1,1,0.0,1.0,0.0,0,0,0.91,0.0,0,0,75,26
526,1,0,0.0,0.0,1.0,0,0,0.08,0.0,0,0,115,289
527,1,0,0.0,1.0,0.0,0,0,0.88,1.0,0,5,53,66
528,1,0,0.0,1.0,0.0,0,0,0.67,0.0,0,0,32,23
529,1,0,0.0,1.0,0.0,0,0,0.44,0.0,0,0,39,153
530,1,0,0.0,1.0,0.0,0,0,0.18,0.0,0,0,3033,1155
531,1,0,0.0,0.0,1.0,0,0,0.25,0.0,0,0,3003,825
532,1,0,0.0,1.0,0.0,0,0,0.88,1.0,0,1,34,36
533,1,0,0.0,1.0,0.0,0,0,0.36,0.0,0,37,218,1528
534,1,1,0.0,1.0,0.0,0,0,0.33,0.22,0,8,210,1543
535,1,1,0.0,0.0,1.0,0,0,0.2,0.0,19,4,1489,3715
536,1,0,1.0,0.0,0.0,0,0,0.5,0.5,0,0,10,2
537,1,0,0.0,1.0,0.0,0,0,0.33,0.0,0,28,201,812
538,1,0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,351,2663
539,1,0,0.0,1.0,0.0,0,0,0.43,0.0,0,0,52,16
540,1,0,0.0,1.0,0.0,0,0,0.25,0.18,0,6,156,423
541,1,0,0.0,0.0,1.0,0,0,0.43,0.0,0,12,85,477
542,1,0,0.0,0.0,1.0,0,0,0.24,0.0,0,0,35,38
543,1,0,0.0,1.0,0.0,0,0,0.44,0.0,0,0,55,28
544,1,0,0.0,1.0,0.0,0,1,0.27,0.0,43,0,16,51
545,1,0,0.0,1.0,0.0,0,0,0.38,0.0,0,0,43,88
546,1,0,0.0,1.0,0.0,0,0,0.4,0.0,0,2,97,408
547,1,0,1.0,0.0,0.0,0,0,0.57,0.57,0,2,34,112
548,1,0,1.0,0.0,0.0,0,0,0.0,0.0,0,0,2346,7272
549,1,0,0.0,1.0,0.0,0,0,0.25,0.0,0,0,49,95
550,1,1,0.0,1.0,0.0,0,1,0.19,0.0,0,2,2,55
551,1,0,1.0,0.0,0.0,0,0,0.46,0.46,0,2,40,19
552,1,0,0.0,1.0,0.0,0,1,0.46,0.0,0,0,332,1333
553,1,0,0.0,0.0,1.0,0,0,0.73,0.0,0,0,14,542
554,1,1,0.0,1.0,0.0,0,0,0.6,0.5,0,12,65,162
555,1,1,0.0,1.0,0.0,0,0,0.46,0.5,0,1,20,52
556,1,0,1.0,0.0,0.0,0,0,0.31,0.31,0,0,26,27
557,1,1,0.0,0.0,1.0,0,0,0.43,0.43,0,0,72,434
558,1,1,0.0,1.0,0.0,0,0,0.0,0.0,0,1,55,2
559,1,1,0.0,1.0,0.0,0,0,0.5,0.4,33,12,77,108
560,1,1,0.0,0.0,1.0,0,1,0.0,0.25,0,59,31,215
561,1,0,0.0,1.0,0.0,0,0,0.86,0.18,0,0,57,130
562,1,0,0.0,1.0,0.0,0,1,0.62,0.0,0,0,58,347
563,1,1,0.0,1.0,0.0,0,0,0.33,0.0,0,23,47,139
564,1,1,0.0,0.0,1.0,0,0,0.16,0.12,43,3,31,37
565,1,1,0.0,1.0,0.0,0,0,0.92,1.0,0,11,96,242
566,1,1,0.0,1.0,0.0,0,0,0.27,0.0,19,8,126,860
567,1,1,0.0,1.0,0.0,0,1,0.25,0.0,0,102,39,229
568,1,1,0.0,1.0,0.0,0,0,0.43,0.0,5,6,66,161
569,1,1,0.0,0.0,1.0,0,0,0.31,0.0,0,25,87,698
570,1,1,0.0,0.0,1.0,0,0,0.2,0.0,28,0,15,64
571,1,1,0.0,1.0,0.0,0,0,0.55,0.44,0,33,166,596
572,1,1,0.0,0.0,1.0,0,0,0.38,0.33,21,44,66,75
573,1,1,0.0,0.0,1.0,0,0,0.57,0.0,0,4,96,339
574,1,1,0.0,0.0,1.0,0,0,0.57,0.0,11,0,57,73
575,1,1,0.0,1.0,0.0,0,0,0.27,0.0,0,2,150,487
